part_number,manufacturer,category,subcategory,images_link,attributes,car_manufacturer,car_year,car_model,car_submodel,name,description,base_price,currency,available_quantity,stock_status,supplier_sku,pack_size,info_link
10600090,CENTRIC,Brake & Wheel Hub,Brake Pad,/info/142/106.00090_Top__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Posi-Quiet Extended Wear; Semi-Metallic,to be scraped,22.81,€22.81,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=1624914&cc=1438889&pt=1684
AF3300,PRESTONE,Cooling System,Coolant / Antifreeze,/info/692/AF3300_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Prime®; Low Silicate Blend; 1 Gallon; Green; IAT,to be scraped,,,tobescraped,True,to be determined later with the client,,https://www.rockauto.com/en/moreinfo.php?pk=12973401&cc=1438889&pt=11393
GREEN5050GAL,FVP,Cooling System,Coolant / Antifreeze,/info/949/50 50 prediluted orig green front VP__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Low Silicate Blend; 1 Gallon; Green; IAT,to be scraped,,,tobescraped,True,to be determined later with the client,,https://www.rockauto.com/en/moreinfo.php?pk=13527801&cc=1438889&pt=11393
MV5050GAL,FVP,Cooling System,Coolant / Antifreeze,/info/949/50 50 prediluted multi vehicle front VP__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Extended Life; All Makes / All Models; 1 Gallon,to be scraped,,,tobescraped,True,to be determined later with the client,,https://www.rockauto.com/en/moreinfo.php?pk=13527805&cc=1438889&pt=11393
719009,VALVOLINE,Cooling System,Coolant / Antifreeze,/info/272/719005__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Universal Yellow; 1 Gallon,to be scraped,,,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=10411221&cc=1438889&pt=11393
AF3100,PRESTONE,Cooling System,Coolant / Antifreeze,/info/692/AF3100_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Prime All Vehicles Antifreeze 50/50 1 Gallon,to be scraped,,,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=12973397&cc=1438889&pt=11393
AF2100,PRESTONE,Cooling System,Coolant / Antifreeze,/info/692/AF2100_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"Extended Life 50/50, Ready to Use; Extended Life; All Makes / All Models; 1 Gallon",to be scraped,,,tobescraped,True,to be determined later with the client,,https://www.rockauto.com/en/moreinfo.php?pk=12973389&cc=1438889&pt=11393
AFMAX,PRESTONE,Cooling System,Coolant / Antifreeze,/info/692/AF2850_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Prestone MAX Antifreeze/Coolant All Vehicles; Concentrate; 1 Gallon; 56/44 Premixed,to be scraped,,,tobescraped,True,to be determined later with the client,,https://www.rockauto.com/en/moreinfo.php?pk=17266809&cc=1438889&pt=11393
6H1518,WELLS,Cooling System,Cooling Fan Control Module,/info/903/6H1518__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,,to be scraped,30.47,€30.47,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=13048597&cc=1438889&pt=12955
H6024,SYLVANIA,Electrical-Bulb & Socket,Headlamp Bulb,/info/716/SYLVANIA_H6024FrontView__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"7"" Diameter",to be scraped,7.05,€7.05,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=4223157&cc=1438889&pt=11701
H6024XV,SYLVANIA,Electrical-Bulb & Socket,Headlamp Bulb,/info/716/SYLVANIA_H6024XtraVisionFrontView__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"Xtravision; 7"" Diameter",to be scraped,12.11,€12.11,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=14803325&cc=1438889&pt=11701
H6024ST,SYLVANIA,Electrical-Bulb & Socket,Headlamp Bulb,/info/716/SYLVANIA_H6024_BP2_SilverStar_BackView_5__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"Silverstar; 7"" Diameter",to be scraped,15.27,€15.27,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=14803321&cc=1438889&pt=11701
610398,ROSTRA,Electrical-Bulb & Socket,Headlamp Socket,/info/925/61-0398_01__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,,to be scraped,1.74,€1.74,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=15037873&cc=1438889&pt=4056
1P1338,WELLS,Electrical-Bulb & Socket,Headlamp Socket,/info/903/1P1338__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Wiring Harness Length: 8.5 In,to be scraped,3.91,€3.91,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=8053332&cc=1438889&pt=4056
UC15F,FVP,Ignition,Ignition Coil,/info/949/uc15f_1__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,,to be scraped,13.32,€13.32,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=13399457&cc=1438889&pt=7060
UC15T,STANDARD MOTOR PRODUCTS,Ignition,Ignition Coil,/info/154/UC15T_Front__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,T-Series; Mounting Hardware Included: No,to be scraped,13.72,€13.72,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=1006147&cc=1438889&pt=7060
UC15,STANDARD MOTOR PRODUCTS,Ignition,Ignition Coil,/info/154/UC-15_Front__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,,to be scraped,13.89,€13.89,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=47707&cc=1438889&pt=7060
5C1019,WELLS,Ignition,Ignition Coil,/info/903/5C1019__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Used on most import products with 12 Volt system with Internal resistor; Universal 12 Volt Coil,to be scraped,19.40,€19.40,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=930982&cc=1438889&pt=7060
300,CHAMPION,Ignition,Spark Plug,/info/12/CCH_300_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"Copper Plus; Pre-Set Gap: 0.032""",to be scraped,0.72,€0.72,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=317920&cc=1438889&pt=7212
63,AUTOLITE,Ignition,Spark Plug,/info/15/63_Front__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"Copper Resistor; Pre-Set Gap: 0.032""",to be scraped,0.78,€0.78,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=54680&cc=1438889&pt=7212
R42XLS,ACDELCO,Ignition,Spark Plug,/info/341/19354424_Primary__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"GM Original Equipment; Conventional; Pre-Set Gap: 0.035""",to be scraped,0.92,€0.92,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=89983&cc=1438889&pt=7212
415,CHAMPION,Ignition,Spark Plug,/info/12/CCH_415_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"Copper Plus; Pre-Set Gap: 0.032""",to be scraped,1.52,€1.52,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=205550&cc=1438889&pt=7212
4151,CHAMPION,Ignition,Spark Plug,/info/12/CCH_4151_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Copper Plus; Classification: Champion Copper Plus Small Engine,to be scraped,1.75,€1.75,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=978888&cc=1438889&pt=7212
AP63,AUTOLITE,Ignition,Spark Plug,/info/15/AP63_Front__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"Platinum; Pre-Set Gap: 0.032""",to be scraped,1.12,€1.12,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=55241&cc=1438889&pt=7212
4,ACDELCO,Ignition,Spark Plug,/info/341/19307141_Primary__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"Professional; Rapidfire; Pre-Set Gap: 0.041""",to be scraped,2.97,€2.97,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=89925&cc=1438889&pt=7212
SP1041,SKP,Ignition,Spark Plug,/info/983/sp1041__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Iridium Core w/ Platinum Tip; Tapered Ground Electrode w/ Platinum Chip,to be scraped,3.18,€3.18,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=11398265&cc=1438889&pt=7212
9804,CHAMPION,Ignition,Spark Plug,/info/12/CCH_9804_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"Iridium; Pre-Set Gap: 0.03""",to be scraped,4.90,€4.90,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=960074&cc=1438889&pt=7212
7415,CHAMPION,Ignition,Spark Plug,/info/12/CCH_7415_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,"Double Platinum Power; Pre-Set Gap: 0.032""",to be scraped,4.04,€4.04,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=5260962&cc=1438889&pt=7212
3113,ANCO,Wiper & Washer,Wiper Blade,/info/29/31-13_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,ANCO 31-Series Wiper Blade; Conventional,to be scraped,1.29,€1.29,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=993001&cc=1438889&pt=8852
700213,SPLASH,Wiper & Washer,Wiper Blade,/info/1163/WSP_700213_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Splash Safeview Conventional Wiper Blade,to be scraped,1.78,€1.78,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=15106545&cc=1438889&pt=8852
31130,TRICO,Wiper & Washer,Wiper Blade,/info/159/31-130_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,View Wiper Blade; Conventional,to be scraped,1.86,€1.86,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=4005012&cc=1438889&pt=8852
9113,ANCO,Wiper & Washer,Wiper Blade,/info/29/AN_9113_Fro__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,AeroVantage,to be scraped,2.38,€2.38,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=532595&cc=1438889&pt=8852
131,TRICO,Wiper & Washer,Wiper Blade,/info/159/13-1_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Exact Fit Wiper Blade; Conventional,to be scraped,3.30,€3.30,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=50717&cc=1438889&pt=8852
33130,TRICO,Wiper & Washer,Wiper Blade,/info/159/33-130_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Classic,to be scraped,18.55,€18.55,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=4904673&cc=1438889&pt=8852
14C13,ANCO,Wiper & Washer,Wiper Blade,/info/29/14C-13_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,ANCO 14-Series Wiper Blade; Conventional,to be scraped,1.70,€1.70,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=8322912&cc=1438889&pt=8852
30130,TRICO,Wiper & Washer,Wiper Blade,/info/159/30-130_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,30-Series Wiper Blade; Conventional,to be scraped,1.83,€1.83,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=362128&cc=1438889&pt=8852
9713,ANCO,Wiper & Washer,Wiper Blade,/info/29/97-13_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,ANCO 97-Series Wiper Blade; Conventional,to be scraped,2.99,€2.99,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=8932348&cc=1438889&pt=8852
700513WR,SPLASH,Wiper & Washer,Wiper Blade,/info/1163/b8906ccb-5252-4204-90a6-d72b51bf9e54__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Splash Weather Repel Beam Wiper Blade,to be scraped,3.93,€3.93,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=17669177&cc=1438889&pt=8852
18130,TRICO,Wiper & Washer,Wiper Blade,/info/159/18-130_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Flex,to be scraped,4.31,€4.31,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=7001304&cc=1438889&pt=8852
A13M,ANCO,Wiper & Washer,Wiper Blade,/info/29/A-13-M_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Profile,to be scraped,4.61,€4.61,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=14759049&cc=1438889&pt=8852
35130,TRICO,Wiper & Washer,Wiper Blade,/info/159/35-130_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Ice; Beam Style,to be scraped,4.29,€4.29,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=7001312&cc=1438889&pt=8852
E13M,ANCO,Wiper & Washer,Wiper Blade,/info/29/E-13-M_Angle__ra_m.jpg,to be scraped,ABARTH,1968,1000,982cc L4,Extreme Weather,to be scraped,4.72,€4.72,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=14759077&cc=1438889&pt=8852
AF3300,PRESTONE,Cooling System,Coolant / Antifreeze,/info/692/AF3300_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,Prime®; Low Silicate Blend; 1 Gallon; Green; IAT,to be scraped,,,tobescraped,True,to be determined later with the client,,https://www.rockauto.com/en/moreinfo.php?pk=12973401&cc=1439132&pt=11393
GREEN5050GAL,FVP,Cooling System,Coolant / Antifreeze,/info/949/50 50 prediluted orig green front VP__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,Low Silicate Blend; 1 Gallon; Green; IAT,to be scraped,,,tobescraped,True,to be determined later with the client,,https://www.rockauto.com/en/moreinfo.php?pk=13527801&cc=1439132&pt=11393
MV5050GAL,FVP,Cooling System,Coolant / Antifreeze,/info/949/50 50 prediluted multi vehicle front VP__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,Extended Life; All Makes / All Models; 1 Gallon,to be scraped,,,tobescraped,True,to be determined later with the client,,https://www.rockauto.com/en/moreinfo.php?pk=13527805&cc=1439132&pt=11393
719009,VALVOLINE,Cooling System,Coolant / Antifreeze,/info/272/719005__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,Universal Yellow; 1 Gallon,to be scraped,,,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=10411221&cc=1439132&pt=11393
AF3100,PRESTONE,Cooling System,Coolant / Antifreeze,/info/692/AF3100_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,Prime All Vehicles Antifreeze 50/50 1 Gallon,to be scraped,,,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=12973397&cc=1439132&pt=11393
AF2100,PRESTONE,Cooling System,Coolant / Antifreeze,/info/692/AF2100_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,"Extended Life 50/50, Ready to Use; Extended Life; All Makes / All Models; 1 Gallon",to be scraped,,,tobescraped,True,to be determined later with the client,,https://www.rockauto.com/en/moreinfo.php?pk=12973389&cc=1439132&pt=11393
AFMAX,PRESTONE,Cooling System,Coolant / Antifreeze,/info/692/AF2850_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,Prestone MAX Antifreeze/Coolant All Vehicles; Concentrate; 1 Gallon; 56/44 Premixed,to be scraped,,,tobescraped,True,to be determined later with the client,,https://www.rockauto.com/en/moreinfo.php?pk=17266809&cc=1439132&pt=11393
6H1518,WELLS,Cooling System,Cooling Fan Control Module,/info/903/6H1518__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,,to be scraped,30.47,€30.47,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=13048597&cc=1439132&pt=12955
H6024,SYLVANIA,Electrical-Bulb & Socket,Headlamp Bulb,/info/716/SYLVANIA_H6024FrontView__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,"7"" Diameter",to be scraped,7.05,€7.05,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=4223157&cc=1439132&pt=11701
H6024XV,SYLVANIA,Electrical-Bulb & Socket,Headlamp Bulb,/info/716/SYLVANIA_H6024XtraVisionFrontView__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,"Xtravision; 7"" Diameter",to be scraped,12.11,€12.11,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=14803325&cc=1439132&pt=11701
H6024ST,SYLVANIA,Electrical-Bulb & Socket,Headlamp Bulb,/info/716/SYLVANIA_H6024_BP2_SilverStar_BackView_5__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,"Silverstar; 7"" Diameter",to be scraped,15.27,€15.27,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=14803321&cc=1439132&pt=11701
610398,ROSTRA,Electrical-Bulb & Socket,Headlamp Socket,/info/925/61-0398_01__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,,to be scraped,1.74,€1.74,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=15037873&cc=1439132&pt=4056
1P1338,WELLS,Electrical-Bulb & Socket,Headlamp Socket,/info/903/1P1338__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,Wiring Harness Length: 8.5 In,to be scraped,3.91,€3.91,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=8053332&cc=1439132&pt=4056
UC15F,FVP,Ignition,Ignition Coil,/info/949/uc15f_1__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,,to be scraped,13.32,€13.32,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=13399457&cc=1439132&pt=7060
UC15T,STANDARD MOTOR PRODUCTS,Ignition,Ignition Coil,/info/154/UC15T_Front__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,T-Series; Mounting Hardware Included: No,to be scraped,13.72,€13.72,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=1006147&cc=1439132&pt=7060
UC15,STANDARD MOTOR PRODUCTS,Ignition,Ignition Coil,/info/154/UC-15_Front__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,,to be scraped,13.89,€13.89,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=47707&cc=1439132&pt=7060
5C1019,WELLS,Ignition,Ignition Coil,/info/903/5C1019__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,Used on most import products with 12 Volt system with Internal resistor; Universal 12 Volt Coil,to be scraped,19.40,€19.40,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=930982&cc=1439132&pt=7060
300,CHAMPION,Ignition,Spark Plug,/info/12/CCH_300_P04_FRO__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,"Copper Plus; Pre-Set Gap: 0.032""",to be scraped,0.72,€0.72,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=317920&cc=1439132&pt=7212
63,AUTOLITE,Ignition,Spark Plug,/info/15/63_Front__ra_m.jpg,to be scraped,ABARTH,1968,1300,1.3L L4,"Copper Resistor; Pre-Set Gap: 0.032""",to be scraped,0.78,€0.78,tobescraped,True,to be determined later with the client,x1,https://www.rockauto.com/en/moreinfo.php?pk=54680&cc=1439132&pt=7212
